Country;Continent;Sub Region;Year;GDP per Capita (Grouped);Life Expectancy (Grouped);C02 Emissions per Person (Tonnes);Child Mortality Rate (per 1000 births);GDP per Capita;Life Expectancy;Population Total
Senegal;Africa;Western Africa;1989;<5000;>=50 and <= 60;0,504;144;1810;57,2;7300000
Sierra Leone;Africa;Western Africa;1989;<5000;>=50 and <= 60;0,088;263;1260;50,3;4250000
Togo;Africa;Western Africa;1989;<5000;>=50 and <= 60;0,227;147;1420;57,1;3680000
Benin;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,142;178;1460;55,5;4980000
Burkina Faso;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,0662;199;821;50,6;8810000
Ghana;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,261;127;1920;58,8;14800000
Guinea;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,166;235;1120;52;6350000
Mauritania;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,446;117;2810;60;2030000
Nigeria;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,411;213;3040;54,9;95200000
Senegal;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,421;140;1840;57,5;7530000
Sierra Leone;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,113;262;1250;50,6;4320000
Togo;Africa;Western Africa;1990;<5000;>=50 and <= 60;0,204;145;1350;57,4;3770000
Benin;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,16;174;1470;55,6;5150000
Burkina Faso;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,0693;198;872;50,7;9050000
Ghana;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,262;123;1970;58,9;15200000
Guinea;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,161;229;1090;52,4;6530000
Liberia;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,135;260;764;52,6;2040000
Mali;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,0504;250;1390;50;8640000
Nigeria;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,433;213;2950;54,7;97700000
Senegal;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,44;139;1830;57,9;7760000
Sierra Leone;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,126;261;1270;50,4;4350000
Togo;Africa;Western Africa;1991;<5000;>=50 and <= 60;0,217;143;1310;57,4;3860000
Benin;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,169;169;1470;56;5330000
Burkina Faso;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,0678;198;851;50,6;9300000
Ghana;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,258;119;1990;59;15700000
Guinea;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,157;223;1070;52,5;6720000
Liberia;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,14;258;505;52,7;2000000
Mali;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,05;246;1310;50,4;8850000
Nigeria;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,465;212;2890;54,7;100000000
Senegal;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,433;139;1800;57,9;7990000
Sierra Leone;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,103;260;1030;50,9;4350000
Togo;Africa;Western Africa;1992;<5000;>=50 and <= 60;0,21;141;1230;57,5;3950000
Benin;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,205;165;1500;56,4;5520000
Burkina Faso;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,0656;198;857;50,7;9550000
Ghana;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,286;117;2030;59,5;16100000
Guinea;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,152;216;1060;52,9;6900000
Guinea-Bissau;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,168;207;1580;50,3;1040000
Liberia;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,158;255;342;50,6;1980000
Mali;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,0499;244;1320;50,9;9090000
Nigeria;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,439;211;2870;54,6;103000000
Senegal;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,434;139;1770;58,1;8230000
Sierra Leone;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,104;259;1050;51,1;4330000
Togo;Africa;Western Africa;1993;<5000;>=50 and <= 60;0,213;139;1020;57,4;4030000
Benin;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,221;161;1480;56,4;5710000
Burkina Faso;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,0658;197;845;50,7;9820000
Ghana;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,303;114;2040;59,3;16600000
Guinea;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,166;209;1040;53;7080000
Guinea-Bissau;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,165;203;1600;50,2;1070000
Mali;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,0494;242;1330;51;9330000
Nigeria;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,334;210;2830;54,8;105000000
Senegal;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,458;141;1720;58,1;8460000
Sierra Leone;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,12;258;1040;50,5;4310000
Togo;Africa;Western Africa;1994;<5000;>=50 and <= 60;0,2;136;1140;57,2;4120000
Benin;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,225;158;1520;56,5;5910000
Burkina Faso;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,0621;195;869;50,7;10100000
Ghana;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,315;113;2070;59,5;17000000
Guinea;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,164;202;1040;53,4;7270000
Guinea-Bissau;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,161;199;1630;50,9;1090000
Liberia;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,157;240;247;50,3;2040000
Mali;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,0489;240;1310;51,3;9590000
Nigeria;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,332;208;2750;54,7;108000000
Senegal;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,4;142;1760;58,4;8690000
Togo;Africa;Western Africa;1995;<5000;>=50 and <= 60;0,223;134;1200;57,2;4230000
Benin;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,208;155;1530;56,4;6090000
Burkina Faso;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,0682;193;938;50,4;10400000
Ghana;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,326;111;2110;59,5;17500000
Guinea;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,168;195;1060;53,9;7460000
Guinea-Bissau;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,158;194;1790;51,2;1110000
Mali;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,0495;238;1370;51,5;9840000
Nigeria;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,358;206;2820;54,5;111000000
Senegal;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,417;143;1750;58,6;8910000
Sierra Leone;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,11;252;971;51,3;4310000
Togo;Africa;Western Africa;1996;<5000;>=50 and <= 60;0,241;131;1270;56,9;4350000
Benin;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,194;153;1570;56,9;6280000
Burkina Faso;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,0756;190;970;50,9;10700000
Ghana;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,362;109;2140;59,1;17900000
Guinea;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,17;188;1080;54,1;7660000
Guinea-Bissau;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,171;189;1870;50,6;1130000
Liberia;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,148;220;503;52,4;2330000
Mali;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,0519;236;1400;52,1;10100000
Niger;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,0893;254;776;50,5;10200000
Nigeria;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,373;202;2820;54,7;113000000
Senegal;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,355;143;1760;58,8;9130000
Sierra Leone;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,103;248;909;50,8;4340000
Togo;Africa;Western Africa;1997;<5000;>=50 and <= 60;0,218;128;1410;56,5;4490000
Benin;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,188;150;1590;57,1;6470000
Burkina Faso;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,0786;187;1010;51,4;11000000
Ghana;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,355;106;2190;59,4;18400000
Guinea;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,177;181;1100;54,2;7860000
Guinea-Bissau;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,144;184;1320;50,7;1150000
Liberia;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,147;208;606;52,6;2520000
Mali;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,0735;232;1460;51;10400000
Niger;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,0907;245;826;51;10500000
Nigeria;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,325;198;2830;54,6;116000000
Senegal;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,364;142;1820;59;9350000
Togo;Africa;Western Africa;1998;<5000;>=50 and <= 60;0,249;126;1330;56,2;4630000
Benin;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,234;148;1620;57,3;6660000
Burkina Faso;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,0825;184;1060;51,8;11300000
Ghana;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,354;103;2230;59,3;18800000
Guinea;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,183;173;1120;54,3;8050000
Guinea-Bissau;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,159;179;1310;51,2;1180000
Liberia;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,143;196;688;53,6;2700000
Mali;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,0746;227;1510;53,4;10600000
Niger;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,0871;235;792;51,6;10900000
Nigeria;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,338;193;2770;54,8;119000000
Senegal;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,384;139;1890;59,1;9570000
Togo;Africa;Western Africa;1999;<5000;>=50 and <= 60;0,318;122;1330;56,4;4780000
Benin;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,233;144;1670;57,6;6870000
Burkina Faso;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,0897;181;1050;52,2;11600000
Ghana;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,332;100;2260;59,3;19300000
Guinea;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,186;166;1130;54,7;8240000
Guinea-Bissau;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,118;174;1360;52,3;1200000
Liberia;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,146;184;839;54,5;2850000
Mali;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,0749;220;1460;53,4;10900000
Niger;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,0614;227;753;52,2;11300000
Nigeria;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,622;187;2850;54,9;122000000
Senegal;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,398;134;1910;59,6;9800000
Sierra Leone;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,0932;234;913;50,9;4580000
Togo;Africa;Western Africa;2000;<5000;>=50 and <= 60;0,274;119;1280;56,3;4920000
Benin;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,257;141;1700;57,8;7080000
Burkina Faso;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,0835;177;1080;52,6;11900000
Ghana;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,356;97;2290;59,2;19800000
Guinea;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,192;158;1150;54,8;8420000
Guinea-Bissau;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,119;169;1360;52,6;1230000
Liberia;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,164;171;832;55,3;2950000
Mali;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,0734;211;1640;53,9;11300000
Niger;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,0558;217;778;52,7;11800000
Nigeria;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,683;182;2900;55,1;125000000
Senegal;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,427;128;1950;60;10000000
Sierra Leone;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,12;228;816;51,3;4750000
Togo;Africa;Western Africa;2001;<5000;>=50 and <= 60;0,227;116;1220;56,2;5060000
Benin;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,285;137;1730;58,2;7300000
Burkina Faso;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,0817;173;1100;53,1;12300000
Ghana;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,373;94;2330;59,3;20200000
Guinea;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,197;151;1190;55,1;8590000
Guinea-Bissau;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,119;163;1320;52,9;1250000
Liberia;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,159;159;844;54,9;3020000
Mali;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,0728;202;1640;54,4;11600000
Niger;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,0574;207;773;53,5;12200000
Nigeria;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,728;176;2940;55,1;129000000
Sierra Leone;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,123;223;985;51,4;4970000
Togo;Africa;Western Africa;2002;<5000;>=50 and <= 60;0,235;113;1180;56,2;5200000
Benin;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,313;133;1740;58,6;7520000
Burkina Faso;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,0852;168;1150;53,8;12700000
Ghana;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,373;91,4;2390;59,5;20800000
Guinea;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,202;144;1180;55,5;8750000
Guinea-Bissau;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,147;158;1300;53,1;1280000
Liberia;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,167;147;579;54,9;3080000
Mali;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,0703;192;1740;55,2;12000000
Niger;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,06;195;785;54,1;12600000
Nigeria;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,77;170;3160;55,6;132000000
Sierra Leone;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,126;216;1030;51,7;5200000
Togo;Africa;Western Africa;2003;<5000;>=50 and <= 60;0,271;110;1200;56;5330000
Benin;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,324;128;1760;59;7750000
Burkina Faso;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,0847;162;1170;54,4;13000000
Ghana;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,35;89;2460;59,9;21300000
Guinea;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,205;138;1190;55,8;8930000
Guinea-Bissau;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,149;151;1310;53,2;1310000
Liberia;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,194;136;583;57,6;3140000
Mali;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,0707;182;1710;55,8;12400000
Niger;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,062;184;757;54,9;13100000
Nigeria;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,77;164;4120;56,1;135000000
Sierra Leone;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,118;210;1050;52,1;5430000
Togo;Africa;Western Africa;2004;<5000;>=50 and <= 60;0,252;107;1200;56,4;5470000
Benin;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,3;124;1740;59,5;7980000
Burkina Faso;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,0839;155;1230;55,1;13400000
Guinea;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,189;132;1200;56,2;9110000
Guinea-Bissau;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,154;145;1340;53,2;1340000
Liberia;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,223;125;598;58,2;3220000
Mali;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,0702;172;1760;56,5;12800000
Niger;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,0525;172;763;55,6;13600000
Nigeria;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,763;158;4150;56,9;139000000
Sierra Leone;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,0966;204;1050;52,5;5650000
Togo;Africa;Western Africa;2005;<5000;>=50 and <= 60;0,236;104;1180;56,4;5610000
Benin;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,471;121;1750;59,9;8220000
Burkina Faso;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,0984;147;1270;55,6;13800000
Guinea;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,191;127;1200;56,4;9310000
Guinea-Bissau;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,153;139;1340;53,8;1380000
Liberia;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,222;116;624;58,7;3330000
Mali;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,0712;163;1780;57,1;13200000
Niger;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,049;161;778;56,2;14100000
Nigeria;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,693;152;4370;57,5;143000000
Sierra Leone;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,125;196;1070;52,9;5830000
Togo;Africa;Western Africa;2006;<5000;>=50 and <= 60;0,209;101;1200;57;5760000
Burkina Faso;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,116;139;1300;56,2;14300000
Guinea;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,195;122;1200;56,7;9520000
Guinea-Bissau;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,16;132;1350;54,3;1410000
Liberia;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,19;108;657;59,2;3460000
Mali;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,0737;155;1790;57,7;13700000
Niger;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,0493;151;773;56,9;14700000
Nigeria;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,649;146;4550;58,2;146000000
Sierra Leone;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,107;188;1130;53,2;5990000
Togo;Africa;Western Africa;2007;<5000;>=50 and <= 60;0,235;98,3;1190;57,1;5920000
Burkina Faso;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,131;131;1360;56,9;14700000
Guinea;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,212;118;1230;57,2;9740000
Guinea-Bissau;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,154;126;1360;54,5;1450000
Liberia;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,154;101;675;59,8;3610000
Mali;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,0757;148;1810;58,4;14100000
Niger;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,0532;141;816;57,6;15300000
Nigeria;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,64;140;4710;59;150000000
Sierra Leone;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,108;179;1160;53,8;6130000
Togo;Africa;Western Africa;2008;<5000;>=50 and <= 60;0,273;95,6;1190;57,4;6080000
Burkina Faso;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,128;124;1350;57,4;15100000
Guinea;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,214;113;1200;57,5;9960000
Guinea-Bissau;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,155;120;1370;55;1480000
Mali;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,0552;142;1830;59;14600000
Niger;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,0612;132;780;58,1;15800000
Nigeria;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,497;135;4910;59,8;154000000
Sierra Leone;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,103;170;1180;54,3;6270000
Togo;Africa;Western Africa;2009;<5000;>=50 and <= 60;0,44;92,9;1190;58;6250000
Burkina Faso;Africa;Western Africa;2010;<5000;>=50 and <= 60;0,126;116;1430;57,9;15600000
Guinea;Africa;Western Africa;2010;<5000;>=50 and <= 60;0,241;109;1190;58;10200000
Guinea-Bissau;Africa;Western Africa;2010;<5000;>=50 and <= 60;0,153;114;1390;55,6;1520000
Mali;Africa;Western Africa;2010;<5000;>=50 and <= 60;0,064;137;1870;59,5;15000000
Niger;Africa;Western Africa;2010;<5000;>=50 and <= 60;0,0714;123;814;58,8;16500000
Sierra Leone;Africa;Western Africa;2010;<5000;>=50 and <= 60;0,112;160;1220;55;6420000
Togo;Africa;Western Africa;2010;<5000;>=50 and <= 60;0,406;90,3;1210;58,7;6420000
Burkina Faso;Africa;Western Africa;2011;<5000;>=50 and <= 60;0,138;110;1470;58,4;16100000
Guinea;Africa;Western Africa;2011;<5000;>=50 and <= 60;0,252;106;1210;58,5;10400000
Guinea-Bissau;Africa;Western Africa;2011;<5000;>=50 and <= 60;0,154;109;1490;56,2;1560000
Mali;Africa;Western Africa;2011;<5000;>=50 and <= 60;0,0673;131;1880;60;15500000
Niger;Africa;Western Africa;2011;<5000;>=50 and <= 60;0,0778;116;802;59,3;17100000
Sierra Leone;Africa;Western Africa;2011;<5000;>=50 and <= 60;0,136;150;1250;55,7;6560000
Togo;Africa;Western Africa;2011;<5000;>=50 and <= 60;0,369;87,7;1230;59,6;6600000
Burkina Faso;Africa;Western Africa;2012;<5000;>=50 and <= 60;0,159;103;1520;58,9;16600000
Guinea;Africa;Western Africa;2012;<5000;>=50 and <= 60;0,229;102;1230;58,9;10700000
Guinea-Bissau;Africa;Western Africa;2012;<5000;>=50 and <= 60;0,154;104;1420;56,7;1600000
Niger;Africa;Western Africa;2012;<5000;>=50 and <= 60;0,105;109;863;59,8;17800000
Sierra Leone;Africa;Western Africa;2012;<5000;>=50 and <= 60;0,152;140;1400;56,4;6710000
Burkina Faso;Africa;Western Africa;2013;<5000;>=50 and <= 60;0,179;97,7;1520;59,4;17100000
Guinea;Africa;Western Africa;2013;<5000;>=50 and <= 60;0,199;98,6;1240;59,4;10900000
Guinea-Bissau;Africa;Western Africa;2013;<5000;>=50 and <= 60;0,153;99;1400;57,2;1650000
Sierra Leone;Africa;Western Africa;2013;<5000;>=50 and <= 60;0,172;132;1660;57,4;6860000
Burkina Faso;Africa;Western Africa;2014;<5000;>=50 and <= 60;0,162;92,8;1540;59,8;17600000
Guinea;Africa;Western Africa;2014;<5000;>=50 and <= 60;0,207;95,2;1210;59,2;11200000
Guinea-Bissau;Africa;Western Africa;2014;<5000;>=50 and <= 60;0,157;94,9;1390;57,6;1690000
Liberia;Africa;Western Africa;2014;<5000;>=50 and <= 60;0,213;73;805;59,4;4360000
Sierra Leone;Africa;Western Africa;2014;<5000;>=50 and <= 60;0,185;125;1690;53,9;7020000
Gabon;Africa;Middle Africa;1976;>= 20000 and <40000;>=50 and <= 60;8,6;137;21900;56;661000
Gabon;Africa;Middle Africa;1977;>= 20000 and <40000;>=50 and <= 60;9,3;131;20800;56,5;676000
Gabon;Africa;Middle Africa;1978;>= 20000 and <40000;>=50 and <= 60;10,9;126;22800;56,9;692000
Gabon;Africa;Middle Africa;1979;>= 20000 and <40000;>=50 and <= 60;9,49;121;24700;57,3;709000
Gabon;Africa;Middle Africa;1980;>= 20000 and <40000;>=50 and <= 60;9,1;117;27900;57,7;726000
Gabon;Africa;Middle Africa;1981;>= 20000 and <40000;>=50 and <= 60;8,79;113;27800;58,1;745000
Gabon;Africa;Middle Africa;1982;>= 20000 and <40000;>=50 and <= 60;8,55;109;25000;58,4;764000
Gabon;Africa;Middle Africa;1983;>= 20000 and <40000;>=50 and <= 60;7,01;106;26900;58,6;784000
Gabon;Africa;Middle Africa;1984;>= 20000 and <40000;>=50 and <= 60;7,42;103;25900;59;805000
Gabon;Africa;Middle Africa;1985;>= 20000 and <40000;>=50 and <= 60;7,61;100;23300;59,2;827000
Gabon;Africa;Middle Africa;1989;>= 20000 and <40000;>=50 and <= 60;6,23;93,5;20000;59,7;924000
Gabon;Africa;Middle Africa;1991;>= 20000 and <40000;>=50 and <= 60;4,64;91,6;20100;59,8;976000
Gabon;Africa;Middle Africa;1996;>= 20000 and <40000;>=50 and <= 60;4,29;88,4;20100;59,3;1110000
Gabon;Africa;Middle Africa;1997;>= 20000 and <40000;>=50 and <= 60;4,2;87,7;20700;59,7;1140000
Gabon;Africa;Middle Africa;1998;>= 20000 and <40000;>=50 and <= 60;4,25;86,9;20900;59,6;1170000
